ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
233-60-1835|6011608819722392|Sherry|Chapman|F|7718 Todd Villages Apt. 076|Churubusco|IN|46723|41.229|-85.3244|7692|Surveyor, minerals|1969-06-19|119671924300|adults_50up_female_urban.json
008-24-4699|213185578002448|Cheyenne|Tate|F|2216 Kristina Lights|Virginia Beach|VA|23452|36.8348|-76.0961|437994|Town planner|1993-06-22|840391481958|adults_2550_female_urban.json
361-59-4253|6506751691395218|Frank|Fitzgerald|M|2610 Pennington Forge Apt. 508|Kent|WA|98030|47.3866|-122.2109|147876|Further education lecturer|1971-12-23|862827954600|adults_50up_male_urban.json
869-28-1844|3592484813004169|Lindsay|Pacheco|F|3021 Buck Lane|Phoenix|AZ|85048|33.316|-112.0669|1312922|Publishing copy|2003-01-31|402523025665|young_adults_female_urban.json
732-71-6360|3563395348110500|Robert|Gilmore|M|6427 Foley Crossing Suite 738|Mineral Wells|TX|76067|32.8103|-98.0631|22117|Leisure centre manager|1986-12-04|817422262939|adults_2550_male_urban.json
885-15-2242|213177512395970|Katie|Peterson|F|60972 Jessica Brook Apt. 446|Metairie|LA|70006|30.0129|-90.1915|137067|Merchant navy officer|1966-12-16|308257112350|adults_50up_female_urban.json
474-60-2316|581710730879|Bryan|Cruz|M|783 Beck Circle Apt. 175|Motley|MN|56466|46.2881|-94.5638|3116|Information systems manager|1988-01-12|253311588235|adults_2550_male_urban.json
795-24-7247|4485726029254686273|Cody|Black|M|76642 Sean Lane Apt. 271|Phoenix|AZ|85050|33.6863|-111.9963|1312922|Engineer, maintenance|1965-10-30|373417681475|adults_50up_male_urban.json
562-52-7797|6011592386879068|Stephanie|Benson|F|869 Gregory Square Suite 534|Bogata|TX|75417|33.4699|-95.1937|2456|Accounting technician|1965-06-07|864778149352|adults_50up_female_rural.json
538-78-2373|30396159764055|Cheryl|Douglas|F|7078 Porter Junction Suite 426|Ashdown|AR|71822|33.6787|-94.1351|8925|Camera operator|1970-08-30|775613955682|adults_50up_female_urban.json
248-68-4255|4736273202227118|Philip|Huff|M|769 Tanya Coves Suite 204|Rock Rapids|IA|51246|43.4272|-96.1781|3844|Designer, industrial/product|1981-07-04|973311693547|adults_2550_male_urban.json
117-37-4395|180098305216901|Christine|Gates|F|02698 Cody Grove|Copiague|NY|11726|40.6778|-73.3963|19857|Educational psychologist|1942-03-04|436706297208|adults_50up_female_urban.json
849-10-0993|6011177031637051|Michael|Pugh|M|332 Conley Falls Suite 469|Magnolia|TX|77354|30.2333|-95.5502|54225|Environmental manager|2003-01-04|123921881961|young_adults_male_urban.json
452-21-9228|4638083906540259984|Frederick|Hale|M|932 Haynes Trace|La Grange|TX|78945|29.904|-96.886|10494|Research officer, political party|1980-07-08|593479364207|adults_2550_male_urban.json
164-74-1932|6011504960266760|Matthew|Holloway|M|84539 Baker Summit Suite 070|Port Arthur|TX|77642|29.9212|-93.927|53986|Risk analyst|2009-06-20|600690528883|young_adults_male_urban.json
836-01-6860|3556020801929027|Cody|Jones|M|3904 Daniels Bypass Apt. 225|Sacramento|CA|95823|38.4797|-121.4438|757530|Engineer, automotive|1981-05-06|224400299599|adults_2550_male_urban.json
172-32-5858|5225550193545037|Savannah|Carpenter|F|393 James Estates Suite 362|Louisville|KY|40241|38.3045|-85.5815|736284|Therapist, drama|1952-07-09|143566818418|adults_50up_female_urban.json
551-04-5683|3512441290759654|Terry|Carr|M|12376 Charles Mount|Red Bluff|CA|96080|40.1795|-122.2383|28764|Insurance broker|1973-03-10|410547325937|adults_50up_male_urban.json
068-02-6291|4193759192267136|Ariel|Watson|F|64752 King Cove Apt. 096|Brownsville|TN|38012|35.61|-89.2624|14575|Community arts worker|1952-04-01|890984818900|adults_50up_female_urban.json
028-01-9357|3584524032115351|Heather|Stewart|F|21914 Elizabeth Causeway Suite 797|Brookville|OH|45309|39.8414|-84.4165|12123|Counselling psychologist|1970-12-31|512221786872|adults_50up_female_urban.json
130-48-4118|4188345819204871|Katherine|Reynolds|F|333 Brianna Point Suite 515|Charlotte|NC|28277|35.0552|-80.8195|790689|Waste management officer|1996-10-18|64178648472|adults_2550_female_urban.json
479-92-8895|4640858588382563|Michelle|Woods|F|08467 Dominique Tunnel Apt. 543|Lenoir|NC|28645|35.9149|-81.5398|47703|Investment banker, operational|1981-04-30|411187772893|adults_2550_female_urban.json
600-51-2766|213122501825629|Nicole|Zhang|F|86394 Debbie Course Apt. 234|Grand Rapids|MI|49505|43.012|-85.6309|375580|Chartered loss adjuster|1973-02-02|624004947232|adults_50up_female_urban.json
609-02-0221|3562702660450953|Jessica|Lopez|F|0039 Brendan Trace Apt. 933|Las Vegas|NV|89108|36.2044|-115.2233|1417793|Metallurgist|2002-12-17|222320458834|young_adults_female_urban.json
182-18-2627|4119360060827705643|Jennifer|Mclean|F|76264 Jeanne Station Suite 009|Pahrump|NV|89060|36.2645|-116.0393|36648|Journalist, magazine|1995-01-21|507786549553|adults_2550_female_urban.json
278-55-1477|36231336109441|Michelle|Hanna|F|31654 Wilson Summit Apt. 727|Minnetonka|MN|55345|44.9138|-93.485|21147|Psychotherapist, dance movement|1980-07-11|986375713895|adults_2550_female_urban.json
371-62-6885|630434942904|Robert|Beard|M|5518 Smith Corners|Owosso|MI|48867|42.9934|-84.1595|28264|Research officer, trade union|1967-02-17|676971553573|adults_50up_male_urban.json
177-39-2995|503848374446|Angela|Crawford|F|5653 Armstrong Mission|Monroe|LA|71202|32.3868|-92.0722|86622|Teacher, early years/pre|1945-09-24|180434927329|adults_50up_female_urban.json
301-99-8783|346268904723869|Nicholas|Adams|M|95385 Olson Grove|Letohatchee|AL|36047|32.0862|-86.488|1396|Ecologist|1999-05-13|429889161839|adults_2550_male_rural.json
241-42-9667|3509378146047618|Edward|Bryant|M|3706 Miller Terrace Suite 564|Katy|TX|77494|29.7404|-95.8304|250975|Patent examiner|1965-12-11|514747877613|adults_50up_male_urban.json
898-50-3832|6011541858990028|Jesse|Middleton|M|108 Cook Square|Carlisle|PA|17015|40.1772|-77.2312|55373|Programme researcher, broadcasting/film/video|1970-06-05|926208890251|adults_50up_male_urban.json
395-03-4753|4660503374693|Katrina|Lewis|F|7306 Haynes Crest Apt. 226|Mammoth Lakes|CA|93546|37.6094|-118.8656|9567|Paediatric nurse|1973-11-08|944411135523|adults_50up_female_urban.json
589-83-4608|2720087886538596|Rhonda|Williams|F|96342 Archer Burg Suite 504|Fredonia|PA|16124|41.3241|-80.2699|2228|Teacher, English as a foreign language|1997-05-27|150916777098|adults_2550_female_rural.json
712-59-0962|4186706632016290736|Terri|Carpenter|F|919 Tracy Points|Danville|GA|31017|32.593|-83.3033|1985|Designer, exhibition/display|1964-08-12|770597361008|adults_50up_female_rural.json
788-27-3824|30170864942698|Dorothy|Johnson|F|35490 Justin Trail|Lancaster|CA|93535|34.7131|-117.8783|182305|Systems developer|1979-06-03|495718883817|adults_2550_female_urban.json
390-77-2944|2720587305498249|David|Gaines|M|302 Steven Plain Apt. 678|Clermont|FL|34715|28.6259|-81.7306|81987|Accountant, chartered public finance|1980-09-12|697444125402|adults_2550_male_urban.json
657-35-3634|4589016492815037|Teresa|Hampton|F|0926 Williams Causeway|Miami|FL|33178|25.8141|-80.3549|1737737|Engineer, electronics|1982-10-31|562774236968|adults_2550_female_urban.json
033-67-1075|30262829682442|Sarah|Nguyen|F|072 Bean Ferry|Rittman|OH|44270|40.9684|-81.7826|8890|Psychologist, sport and exercise|1994-05-31|303359320618|adults_2550_female_urban.json
430-70-0036|6011961276620801|Kerry|Pittman|F|170 Virginia Manor|Hemet|CA|92543|33.7416|-116.973|117746|Engineer, broadcasting (operations)|1975-04-26|990730920182|adults_50up_female_urban.json
288-35-3578|372458701204240|Carla|Mcdowell|F|9091 Summer Mount|Ossining|NY|10562|41.1673|-73.8538|31796|Medical physicist|1942-01-08|9657852531|adults_50up_female_urban.json
273-73-7395|6011396702436524|Sarah|Vance|F|55364 Holly Via Suite 540|Appleton|WI|54915|44.2425|-88.3564|116633|Financial manager|1971-10-06|441839194123|adults_50up_female_urban.json
279-66-8959|4597738546623238|Jessica|James|F|986 Richards Curve Suite 949|Athens|GA|30601|33.9761|-83.3632|116272|Radio producer|1954-07-30|978631145296|adults_50up_female_urban.json
179-18-0828|4986226992066617996|Jennifer|Lopez|F|9992 Jason Terrace Suite 688|Park Ridge|NJ|07656|41.0343|-74.0396|8669|Psychologist, forensic|1953-05-23|544215802406|adults_50up_female_urban.json
192-48-7108|571348208497|Robert|Davis|M|839 Eric Crossroad|Chicago|IL|60620|41.7411|-87.6543|2680484|Operational researcher|1980-10-07|30107048705|adults_2550_male_urban.json
069-38-4875|676376291438|Sarah|Harrell|F|41038 Morris Roads|Marysville|WA|98270|48.0656|-122.1562|73083|Speech and language therapist|1937-02-12|143752887475|adults_50up_female_urban.json
628-70-7124|4642240592082356|Ronald|Johnson|M|6919 Hansen River Suite 298|Waco|TX|76706|31.5171|-97.1198|148766|Analytical chemist|2001-11-12|407409029241|young_adults_male_urban.json
135-01-1396|30530796618692|Felicia|Castillo|F|43474 Jennifer Island Apt. 137|Fort Collins|CO|80526|40.5473|-105.1076|175625|Water engineer|1974-06-30|933364032872|adults_50up_female_urban.json
014-07-8130|38321750361921|Tracy|Thomas|F|991 Zachary Fields Apt. 703|York|PA|17407|39.8833|-76.712|175624|Hydrogeologist|1976-07-23|205006358516|adults_2550_female_urban.json
873-40-4507|30489047607865|Sharon|Schroeder|F|07651 Kristin Roads Apt. 851|White Water|CA|92282|33.9276|-116.6932|1239|Radiation protection practitioner|1972-02-21|264978335978|adults_50up_female_rural.json
171-69-9718|344563409185800|Gregory|Stephens|M|157 Nelson Union|Opa Locka|FL|33054|25.9097|-80.247|107314|Water quality scientist|1971-01-27|736124755406|adults_50up_male_urban.json
617-86-1917|6011770040930457|Stephanie|Wilson|F|39822 Linda Burg Apt. 966|Enumclaw|WA|98022|47.2665|-122.0314|20987|Designer, multimedia|1956-07-17|806330355287|adults_50up_female_urban.json
527-48-8913|180040788026522|Lawrence|Morgan|M|6933 Matthew Mall Apt. 303|Mobile|AL|36618|30.7322|-88.1758|270712|Trade union research officer|1961-01-15|515333599345|adults_50up_male_urban.json
871-03-8244|213167089870927|Andrew|Shelton|M|918 Glenn Common|Blytheville|AR|72315|35.8786|-89.8968|23966|Chief Executive Officer|1988-10-29|748181980777|adults_2550_male_urban.json
149-50-6203|5458485805263216|Brian|Douglas|M|7220 Perez Mountains|Monterey Park|CA|91754|34.0534|-118.1271|60238|Actor|1979-05-03|526030624118|adults_2550_male_urban.json
373-92-4564|4082317146199539464|Sherri|Tucker|F|2623 Warner Ports Suite 053|Ventnor City|NJ|08406|39.346|-74.4723|10650|Administrator, Civil Service|1945-11-02|820930891633|adults_50up_female_urban.json
758-69-4935|503857870367|Kelly|Williams|F|3066 Ryan Branch|Brooklyn|NY|11235|40.5839|-73.9536|2504700|Metallurgist|1956-01-10|141922971469|adults_50up_female_urban.json
657-12-7028|4989103909120302524|Allison|Baker|F|375 Horton Lakes|Spokane|WA|99224|47.6289|-117.5513|342856|Exercise physiologist|1992-01-26|123941881817|adults_2550_female_urban.json
845-24-6430|501898602757|Sylvia|Meza|F|544 Bradley Heights Suite 453|Choteau|MT|59422|47.838|-112.2021|2643|Scientist, audiological|1985-12-27|133532951043|adults_2550_female_urban.json
646-72-1979|3555834456622955|Brittany|Snyder|F|56603 Garcia Manor Apt. 486|Cushing|TX|75760|31.7978|-94.8539|2614|Airline pilot|1997-07-18|10512555037|adults_2550_female_urban.json
885-82-2528|6502351585015305|Barry|Hall|M|7156 Michael Mill|Freeman|SD|57029|43.3605|-97.4601|2023|Teacher, music|1980-09-24|408287486921|adults_2550_male_rural.json
262-39-1230|4954794064539|Anne|Cain|F|057 Ashley Street Apt. 898|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Occupational therapist|1982-05-13|929002904576|adults_2550_female_urban.json
595-28-7040|371833597487680|Tina|Brooks|F|23771 Sanchez Avenue Apt. 922|Leavenworth|KS|66048|39.3015|-94.9339|35475|Agricultural engineer|1986-09-30|397728875125|adults_2550_female_urban.json
248-28-3108|4323964402825326|Robert|Donovan|M|9924 Scott Freeway Apt. 385|Shelbyville|TN|37160|35.4863|-86.4624|32744|Counsellor|1961-04-14|146229609495|adults_50up_male_urban.json
187-03-9425|2250169332844238|Tonya|Simpson|F|982 Lauren Orchard|Hopkins|MN|55343|44.914|-93.4481|43301|Learning disability nurse|1972-03-20|355708668710|adults_50up_female_urban.json
337-35-5605|4075699913831005|Mitchell|Long|M|32262 Trevor Mountain Suite 331|Spring Hill|TN|37174|35.7173|-86.9048|26418|Patent examiner|1961-06-28|798377309294|adults_50up_male_urban.json
035-51-6584|4070385036059529840|Brandy|Roberts|F|740 Rachael Groves|Wadsworth|OH|44281|41.0384|-81.7374|29954|Adult nurse|1994-03-17|711570414027|adults_2550_female_urban.json
485-98-6011|213167625906201|Sarah|Sanchez|F|85646 Justin Mission Suite 597|Bradenton|FL|34209|27.4759|-82.6167|216518|Theatre director|1937-08-29|112566221380|adults_50up_female_urban.json
223-76-9351|4984914986099558|Alexis|Campbell|F|66432 Julie Ramp|Menlo Park|CA|94025|37.4396|-122.1864|40526|Furniture designer|1982-08-21|420448042238|adults_2550_female_urban.json
104-21-8980|3515948534001278|Jessica|Hale|F|39847 Thompson Route|Osceola Mills|PA|16666|40.8722|-78.2757|2960|Designer, television/film set|1999-08-24|435256314886|adults_2550_female_urban.json
765-65-8056|2688223788705849|Andrea|Boyd|F|134 Morales Mountain Suite 605|Windermere|FL|34786|28.5006|-81.5354|28092|Scientist, biomedical|1973-08-29|753459160647|adults_50up_female_urban.json
276-73-6338|4097236108090|Sheryl|Butler|F|2016 Kelly Island Suite 864|Binghamton|NY|13904|42.1171|-75.8653|82318|Lawyer|2001-07-31|732288755323|young_adults_female_urban.json
409-42-5371|375124764000688|Jill|Meyer|F|240 Jones Light Suite 451|Tempe|AZ|85284|33.3363|-111.9197|167311|Designer, exhibition/display|1990-03-07|980004700014|adults_2550_female_urban.json
310-34-1126|180040233868601|Kayla|Hall|F|0170 Ricky Cape Suite 423|Orlando|FL|32821|28.3957|-81.4666|878243|Science writer|1974-09-12|453733177468|adults_50up_female_urban.json
047-89-5453|3589830941349097|Patricia|Little|F|797 Mary Junction Apt. 841|Spokane|WA|99208|47.7374|-117.4352|342856|Engineer, manufacturing systems|2006-08-02|426759025299|young_adults_female_urban.json
540-02-4896|347356748095732|Laura|Rhodes|F|802 Smith Stravenue Suite 420|Evansdale|IA|50707|42.4755|-92.2812|8509|Exhibitions officer, museum/gallery|1987-11-25|102947990586|adults_2550_female_urban.json
544-77-2293|379073420319774|Kaitlin|Patel|F|9514 William Manors Suite 823|Cumberland|MD|21502|39.5992|-78.8444|44400|Accountant, chartered certified|1963-03-25|573381828780|adults_50up_female_urban.json
133-78-5243|4841962332605860|Michelle|Sherman|F|6748 Corey Mills|Papillion|NE|68133|41.1416|-96.0131|34894|Engineer, automotive|1978-09-09|3005591724|adults_2550_female_urban.json
187-76-3501|4518178824265590|Erik|Dean|M|2327 Jeffrey Mountains|Glenn Dale|MD|20769|38.9766|-76.8053|6604|Commissioning editor|1998-01-06|684833866672|adults_2550_male_urban.json
594-04-2483|4790065487084773|Kevin|Warner|M|767 Edwards Ramp|Fort Worth|TX|76132|32.6711|-97.4056|813980|Scientist, water quality|1970-02-10|965588290284|adults_50up_male_urban.json
554-80-0652|30378159157902|Justin|Turner|M|68384 Jenkins Pine Apt. 207|Kings Park|NY|11754|40.8861|-73.2438|18958|Oceanographer|1955-07-26|163549234596|adults_50up_male_urban.json
409-88-1783|4905188129886181|Randall|Ochoa|M|706 Espinoza Vista|Jupiter|FL|33458|26.9339|-80.1201|89623|Therapist, occupational|1974-03-16|957935108641|adults_50up_male_urban.json
466-76-2162|4298268933484|Matthew|Atkinson|M|703 Williams Overpass Suite 789|Tucson|AZ|85742|32.4076|-111.065|865276|Patent attorney|1946-02-02|570639028068|adults_50up_male_urban.json
886-29-3130|377077312315552|Lynn|Maldonado|F|0521 Williamson Spring Apt. 844|Front Royal|VA|22630|38.9268|-78.1796|30292|General practice doctor|1966-06-05|339494455010|adults_50up_female_urban.json
522-69-3429|5341470123503684|Wanda|Wilson|F|910 Johns Mission Suite 802|La Verne|CA|91750|34.1159|-117.7708|33249|Exhibition designer|1980-08-04|881767751596|adults_2550_female_urban.json
274-46-6986|180046794036645|Robert|Jones|M|95737 Misty Knoll|Saint Louis|MO|63125|38.5222|-90.3021|927396|Television floor manager|1968-04-18|549519175304|adults_50up_male_urban.json
724-21-9854|3573186830291587|Isabella|Thornton|F|233 Kevin Lane Suite 185|Houston|TX|77063|29.7348|-95.522|2906700|Forest/woodland manager|1963-07-20|272891674266|adults_50up_female_urban.json
817-50-0393|30344674621590|Heather|Campbell|F|749 Roger Mills|Douglas|WY|82633|42.7626|-105.3855|9592|Accountant, chartered certified|1964-03-19|14330889020|adults_50up_female_urban.json
170-10-8416|4698141344760948|Ruth|Harris|F|4029 Amanda Heights Apt. 302|North Vernon|IN|47265|39.0018|-85.6272|20911|Photographer|1966-09-28|940433526095|adults_50up_female_urban.json
768-04-9424|3521836677196660|Jeffrey|Miller|M|6342 Dennis Vista|Albany|NY|12202|42.6413|-73.7641|151022|Conservation officer, historic buildings|1948-07-20|747898286834|adults_50up_male_urban.json
226-35-9641|213113768367595|Natalie|Davis|F|152 Hill Lodge Apt. 440|Brooklyn|NY|11206|40.7012|-73.9436|2504700|Warehouse manager|2002-03-27|232633487326|young_adults_female_urban.json
879-45-1027|30465642601867|Danielle|Walton|F|19956 Kelly Trace Apt. 277|Andover|MN|55304|45.2377|-93.2724|45967|Mining engineer|1964-05-26|970021833510|adults_50up_female_urban.json
095-39-9960|501838502554|Amy|Bowen|F|4486 Taylor Place|Oak Lawn|IL|60453|41.7143|-87.7516|56855|Social worker|1973-11-08|628047457681|adults_50up_female_urban.json
481-97-3952|4454615749327|Heather|Wilson|F|879 Lewis Dale Apt. 409|Oxford|MS|38655|34.3308|-89.4835|36699|IT technical support officer|2005-01-08|267513820019|young_adults_female_urban.json
667-56-6962|2630858001873145|Christine|Miller|F|43678 Jackson Cove|Miami|FL|33126|25.7763|-80.2919|1737737|Administrator, local government|1979-07-02|878260189591|adults_2550_female_urban.json
562-59-1595|676268564256|Paige|Combs|F|802 Short Shoals Apt. 315|Texas City|TX|77591|29.3891|-94.9942|43505|General practice doctor|1962-04-24|773863796561|adults_50up_female_urban.json
013-52-0545|503830286558|Susan|Smith|F|24114 Anthony Lodge Suite 015|Sterling Heights|MI|48313|42.6005|-82.9998|129683|Call centre manager|1979-05-22|348992268716|adults_2550_female_urban.json
580-19-0313|2296338222240056|David|Madden|M|20562 Cody Shore|Jamestown|NC|27282|35.999|-79.9293|15906|Visual merchandiser|1964-04-09|50498113795|adults_50up_male_urban.json
117-98-3404|4339133252861323942|Gabriela|Heath|F|2342 Evans Unions Suite 976|Puyallup|WA|98371|47.1991|-122.3151|129412|Accountant, chartered public finance|2010-03-09|288506966216|young_adults_female_urban.json
441-55-3168|4095367734985297354|Jennifer|Schroeder|F|266 Cervantes Port Apt. 476|West Monroe|LA|71291|32.5317|-92.176|54185|Designer, industrial/product|2005-03-25|864876413088|young_adults_female_urban.json
655-66-0993|3564147533695244|Shawn|Waters|M|6535 Ann Square Suite 298|Palm Coast|FL|32137|29.5565|-81.219|79437|Librarian, academic|2002-06-05|273795307464|young_adults_male_urban.json
